ID,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8329524,155.0,2.0,,0.0,,,1.0,0.0
8330376,66.0,35.0,,0.0,,,1.0,0.0
8324159,295.0,129.0,99.0,3.0,99.0,0.0,400.0,0.0
8323874,259.0,,,0.0,,,,0.0
8328559,287.0,131.0,76.0,0.0,102.0,1.0,1.0,0.0
8331040,44.0,39.0,,1.0,,,400.0,0.0
8326655,116.0,87.0,77.0,1.0,77.0,0.0,400.0,0.0
8332048,170.0,147.0,90.0,0.0,90.0,0.0,1.0,0.0
8323023,44.0,39.0,34.0,0.0,34.0,1.0,1.0,0.0
8322363,273.0,83.0,,0.0,,,1.0,0.0
8331084,383.0,153.0,153.0,0.0,153.0,0.0,1.0,0.0
8332468,205.0,178.0,10.0,0.0,53.0,1.0,1.0,0.0
8324828,13.0,0.0,,0.0,,,1.0,0.0
8324228,138.0,95.0,95.0,0.0,95.0,0.0,400.0,0.0
8326146,311.0,70.0,70.0,1.0,70.0,0.0,1.0,0.0
8327791,107.0,90.0,,0.0,,,400.0,1.0
8325386,29.0,30.0,,0.0,,,1.0,0.0
8331689,81.0,28.0,8.0,0.0,18.0,0.0,120.0,0.0
8327326,337.0,163.0,51.0,1.0,51.0,0.0,400.0,0.0
8326302,86.0,72.0,,0.0,,,1.0,0.0
8325091,329.0,151.0,57.0,0.0,57.0,1.0,400.0,0.0
8330258,378.0,248.0,111.0,0.0,111.0,0.0,1.0,0.0
8331430,70.0,18.0,13.0,1.0,16.0,1.0,400.0,0.0
8330464,3.0,1.0,,0.0,,,1.0,0.0
8325588,85.0,20.0,,0.0,,,1.0,0.0
8331796,263.0,106.0,35.0,1.0,60.0,2.0,60.0,0.0
8325801,361.0,207.0,4.0,0.0,89.0,2.0,90.0,0.0
8324898,59.0,60.0,19.0,0.0,19.0,1.0,1.0,0.0
8326899,114.0,34.0,,0.0,,,90.0,0.0
8332605,244.0,336.0,34.0,5.0,66.0,1.0,400.0,0.0
8329297,61.0,29.0,29.0,0.0,29.0,1.0,400.0,0.0
8325951,320.0,204.0,4.0,1.0,37.0,1.0,1.0,0.0
8328630,67.0,4.0,,0.0,,,1.0,0.0
8321593,290.0,347.0,55.0,1.0,55.0,1.0,400.0,0.0
8327780,213.0,202.0,,1.0,,,1.0,0.0
8327067,236.0,149.0,,0.0,,,1.0,0.0
8330751,91.0,88.0,,0.0,,,400.0,0.0
8322029,122.0,124.0,,0.0,,,400.0,0.0
8330362,22.0,,,0.0,,,,0.0
8324580,309.0,196.0,158.0,0.0,158.0,0.0,1.0,0.0
8322132,300.0,135.0,4.0,0.0,64.0,7.0,60.0,0.0
8325923,282.0,103.0,,0.0,,,30.0,0.0
8330045,93.0,81.0,,0.0,,,400.0,0.0
8324658,227.0,153.0,11.0,0.0,44.0,9.0,120.0,0.0
8322809,327.0,157.0,104.0,0.0,113.0,1.0,1.0,0.0
8321781,195.0,113.0,,0.0,,,1.0,0.0
8330969,94.0,1.0,,0.0,,,1.0,1.0
8323022,293.0,165.0,165.0,0.0,165.0,0.0,1.0,0.0
8325559,352.0,366.0,,0.0,,,1.0,0.0
8321880,287.0,110.0,110.0,0.0,110.0,0.0,1.0,0.0
8321672,166.0,77.0,,1.0,,,400.0,0.0
8323954,237.0,94.0,94.0,0.0,94.0,0.0,400.0,0.0
8324179,232.0,247.0,96.0,0.0,113.0,1.0,400.0,0.0
8325635,135.0,45.0,,0.0,,,60.0,0.0
8326021,129.0,82.0,,0.0,,,120.0,0.0
8327982,437.0,350.0,,0.0,,,1.0,0.0
8323447,45.0,48.0,22.0,0.0,22.0,1.0,1.0,0.0
8324883,383.0,190.0,92.0,0.0,132.0,4.0,400.0,0.0
8331979,66.0,67.0,6.0,1.0,13.0,2.0,400.0,0.0
8331276,23.0,23.0,,0.0,,,1.0,0.0
8329374,315.0,123.0,,0.0,,,400.0,0.0
8326202,309.0,104.0,44.0,0.0,79.0,0.0,400.0,0.0
8322654,167.0,133.0,18.0,0.0,26.0,1.0,400.0,0.0
8332728,318.0,251.0,40.0,1.0,81.0,2.0,1.0,0.0
8329246,288.0,109.0,8.0,1.0,15.0,1.0,60.0,0.0
8328066,11.0,6.0,6.0,0.0,6.0,1.0,1.0,0.0
8323547,184.0,147.0,49.0,0.0,83.0,0.0,400.0,0.0
8328881,202.0,105.0,43.0,0.0,63.0,2.0,1.0,0.0
8328367,376.0,248.0,24.0,4.0,56.0,0.0,60.0,0.0
8327231,305.0,239.0,,0.0,,,1.0,0.0
8323256,323.0,144.0,15.0,0.0,81.0,7.0,1.0,0.0
8325502,157.0,12.0,,0.0,,,1.0,0.0
8328977,110.0,107.0,98.0,0.0,98.0,0.0,400.0,0.0
8329280,280.0,213.0,31.0,0.0,31.0,0.0,1.0,0.0
8327079,169.0,171.0,,0.0,,,400.0,0.0
8329254,187.0,83.0,10.0,0.0,10.0,1.0,400.0,0.0
8328673,241.0,120.0,101.0,0.0,109.0,3.0,1.0,0.0
8323469,385.0,322.0,,0.0,,,1.0,0.0
8331652,252.0,112.0,69.0,0.0,86.0,1.0,400.0,0.0
8328107,214.0,108.0,72.0,3.0,90.0,0.0,1.0,0.0
8332772,242.0,116.0,70.0,0.0,70.0,0.0,400.0,0.0
8322537,145.0,,,0.0,,,,0.0
8323791,15.0,,,0.0,,,,0.0
8329918,188.0,83.0,,0.0,,,400.0,1.0
8331397,194.0,,,0.0,,,,0.0
8323652,200.0,,,0.0,,,,0.0
8332008,328.0,149.0,149.0,1.0,149.0,1.0,1.0,0.0
8323018,286.0,150.0,,0.0,,,1.0,0.0
8332004,76.0,68.0,,0.0,,,400.0,0.0
8327601,71.0,68.0,14.0,0.0,14.0,1.0,400.0,0.0
8327955,8.0,3.0,,0.0,,,1.0,0.0
8327536,289.0,95.0,95.0,0.0,95.0,0.0,400.0,0.0
8325647,297.0,,,,,,,0.0
8324682,120.0,83.0,,0.0,,,400.0,0.0
8322140,252.0,94.0,6.0,0.0,50.0,1.0,1.0,0.0
8326594,74.0,58.0,,0.0,,,400.0,0.0
8330685,333.0,132.0,19.0,0.0,76.0,3.0,400.0,0.0
8327449,358.0,250.0,5.0,2.0,104.0,2.0,120.0,0.0
8331075,207.0,27.0,,0.0,,,1.0,0.0
8321974,202.0,162.0,,0.0,,,1.0,0.0
8322884,292.0,,,0.0,,,,0.0
8322341,14.0,14.0,9.0,2.0,10.0,3.0,1.0,1.0
8332813,201.0,,,,,,,0.0
8327450,264.0,127.0,12.0,0.0,52.0,1.0,400.0,0.0
8327638,,,,0.0,,,,0.0
8321574,121.0,98.0,68.0,1.0,83.0,1.0,1.0,0.0
8327705,200.0,58.0,58.0,0.0,58.0,1.0,1.0,0.0
8329398,183.0,163.0,,1.0,,,1.0,0.0
8328279,353.0,248.0,45.0,0.0,91.0,2.0,1.0,0.0
8330665,290.0,163.0,62.0,1.0,82.0,0.0,400.0,0.0
8322781,473.0,194.0,,0.0,,,1.0,0.0
8326723,211.0,,,,,,,0.0
8328019,166.0,158.0,,0.0,,,1.0,0.0
8322282,157.0,145.0,,2.0,,,30.0,0.0
8325785,45.0,,,0.0,,,,0.0
8325199,381.0,,,0.0,,,,0.0
8324829,162.0,,,,,,,0.0
8331744,380.0,239.0,6.0,3.0,52.0,1.0,30.0,0.0
8322300,378.0,113.0,21.0,0.0,48.0,2.0,1.0,0.0
8322299,326.0,157.0,,0.0,,,1.0,0.0
8325725,233.0,322.0,19.0,0.0,31.0,1.0,400.0,0.0
8328321,212.0,106.0,75.0,0.0,75.0,0.0,1.0,0.0
8327350,166.0,115.0,103.0,0.0,104.0,2.0,400.0,0.0
8324465,342.0,117.0,,0.0,,,1.0,0.0
8321656,268.0,187.0,,0.0,,,400.0,0.0
8325011,330.0,349.0,59.0,0.0,88.0,1.0,1.0,0.0
8328935,139.0,111.0,,0.0,,,400.0,0.0
8323034,379.0,221.0,,0.0,,,1.0,0.0
8322473,31.0,19.0,,0.0,,,1.0,1.0
8332742,194.0,39.0,39.0,0.0,39.0,0.0,1.0,0.0
8325252,340.0,127.0,92.0,0.0,95.0,2.0,1.0,0.0
8331135,302.0,141.0,34.0,1.0,82.0,1.0,400.0,0.0
8322915,246.0,116.0,,0.0,,,1.0,0.0
8322060,160.0,116.0,10.0,0.0,65.0,2.0,1.0,0.0
8329179,21.0,26.0,19.0,0.0,19.0,1.0,400.0,0.0
8327773,419.0,226.0,75.0,0.0,95.0,2.0,30.0,0.0
8324507,281.0,88.0,88.0,0.0,88.0,1.0,1.0,0.0
8328847,87.0,55.0,12.0,1.0,34.0,1.0,400.0,0.0
8327581,352.0,139.0,75.0,0.0,98.0,1.0,1.0,0.0
8332046,234.0,238.0,46.0,2.0,66.0,1.0,400.0,0.0
8322770,217.0,238.0,21.0,1.0,72.0,0.0,1.0,0.0
8323311,93.0,92.0,75.0,0.0,75.0,0.0,1.0,0.0
8322739,75.0,52.0,,0.0,,,1.0,0.0
8325779,241.0,,,0.0,,,1.0,0.0
8323516,368.0,191.0,69.0,0.0,99.0,1.0,120.0,0.0
8325774,101.0,101.0,67.0,2.0,67.0,1.0,1.0,0.0
8322759,94.0,60.0,26.0,2.0,26.0,1.0,400.0,1.0
8323518,273.0,149.0,8.0,0.0,57.0,2.0,1.0,0.0
8327064,374.0,323.0,,0.0,,,400.0,0.0
8330839,145.0,134.0,,0.0,,,1.0,0.0
8330513,151.0,115.0,,0.0,,,1.0,0.0
8325661,200.0,114.0,,0.0,,,1.0,0.0
8322933,216.0,127.0,81.0,1.0,81.0,1.0,1.0,0.0
8326926,105.0,34.0,,0.0,,,1.0,0.0
8331490,174.0,54.0,,0.0,,,60.0,0.0
8330268,193.0,93.0,,0.0,,,30.0,0.0
8321852,68.0,61.0,18.0,0.0,23.0,1.0,60.0,0.0
8330391,293.0,286.0,108.0,0.0,108.0,1.0,400.0,0.0
8326845,68.0,69.0,21.0,0.0,21.0,1.0,400.0,0.0
8328629,349.0,421.0,4.0,0.0,63.0,3.0,30.0,1.0
8326068,124.0,115.0,34.0,0.0,66.0,0.0,1.0,0.0
8328708,354.0,128.0,22.0,5.0,64.0,1.0,30.0,0.0
8325968,134.0,67.0,,0.0,,,120.0,0.0
8328542,103.0,92.0,61.0,0.0,75.0,0.0,1.0,0.0
8332593,199.0,105.0,,0.0,,,1.0,0.0
8328773,39.0,28.0,25.0,0.0,25.0,0.0,30.0,0.0
8321952,142.0,67.0,67.0,0.0,67.0,0.0,400.0,0.0
8322400,274.0,146.0,20.0,0.0,62.0,1.0,400.0,0.0
8325674,240.0,11.0,,0.0,,,400.0,0.0
8324862,289.0,204.0,,0.0,,,400.0,0.0
8331139,85.0,57.0,,0.0,,,1.0,0.0
8332380,193.0,131.0,130.0,0.0,130.0,0.0,1.0,0.0
8328179,224.0,113.0,,0.0,,,1.0,0.0
8332193,336.0,107.0,,0.0,,,1.0,0.0
8326702,154.0,,,,,,,0.0
8323953,329.0,152.0,104.0,1.0,128.0,1.0,1.0,0.0
8326656,182.0,183.0,95.0,0.0,114.0,1.0,1.0,1.0
8322676,125.0,73.0,,0.0,,,1.0,0.0
8327114,16.0,17.0,,0.0,,,120.0,1.0
8330603,309.0,211.0,12.0,0.0,107.0,4.0,1.0,0.0
8328668,35.0,4.0,,0.0,,,1.0,0.0
8330818,37.0,8.0,,0.0,,,1.0,0.0
8328426,141.0,138.0,26.0,0.0,93.0,2.0,30.0,1.0
8329030,230.0,220.0,51.0,0.0,73.0,1.0,1.0,0.0
8321831,341.0,130.0,75.0,0.0,97.0,2.0,1.0,0.0
8329752,64.0,64.0,,1.0,,,1.0,0.0
8332538,135.0,97.0,66.0,0.0,66.0,0.0,1.0,0.0
8328252,378.0,221.0,,1.0,,,120.0,0.0
8329892,229.0,209.0,59.0,3.0,59.0,0.0,1.0,1.0
8330064,226.0,205.0,20.0,3.0,54.0,0.0,60.0,0.0
8325567,76.0,,,0.0,,,,0.0
8331468,347.0,69.0,,0.0,,,1.0,0.0
8326066,268.0,106.0,28.0,4.0,63.0,2.0,120.0,0.0
8325896,374.0,92.0,,0.0,,,1.0,0.0
8325108,116.0,78.0,,0.0,,,400.0,1.0
8329578,301.0,264.0,,0.0,,,1.0,0.0
8327439,278.0,227.0,71.0,0.0,71.0,0.0,400.0,0.0
8326371,335.0,104.0,,0.0,,,400.0,0.0
8323692,289.0,113.0,19.0,3.0,74.0,2.0,1.0,0.0
8325083,113.0,114.0,,2.0,,,400.0,0.0
8326708,101.0,59.0,,1.0,,,1.0,0.0
8330437,23.0,9.0,,1.0,,,1.0,0.0
8321980,283.0,90.0,,0.0,,,1.0,0.0
8328634,304.0,126.0,122.0,0.0,122.0,1.0,1.0,0.0
8324917,197.0,77.0,77.0,1.0,77.0,0.0,120.0,0.0
8325031,368.0,183.0,,0.0,,,1.0,1.0
8322184,67.0,66.0,,0.0,,,400.0,0.0
8328278,280.0,204.0,22.0,0.0,64.0,1.0,400.0,0.0
8324696,114.0,87.0,22.0,1.0,53.0,1.0,1.0,0.0
8325845,164.0,54.0,25.0,0.0,25.0,1.0,400.0,0.0
8325406,284.0,,,1.0,,,,0.0
8331302,298.0,30.0,13.0,0.0,22.0,1.0,1.0,0.0
8329984,291.0,136.0,10.0,0.0,44.0,2.0,1.0,0.0
8327991,111.0,111.0,100.0,0.0,100.0,0.0,1.0,0.0
8327711,153.0,,,,,,,0.0
8323908,306.0,33.0,16.0,0.0,25.0,2.0,1.0,1.0
8324854,120.0,83.0,,0.0,,,400.0,0.0
8330859,32.0,,,0.0,,,,0.0
8324624,318.0,129.0,110.0,1.0,120.0,1.0,1.0,0.0
8321572,336.0,133.0,,0.0,,,400.0,0.0
8330687,328.0,126.0,44.0,0.0,97.0,3.0,1.0,0.0
8322032,242.0,296.0,117.0,0.0,117.0,1.0,400.0,0.0
8323399,319.0,103.0,37.0,1.0,83.0,2.0,400.0,0.0
8331961,377.0,143.0,25.0,0.0,44.0,1.0,1.0,0.0
8328404,99.0,88.0,15.0,0.0,15.0,1.0,1.0,0.0
8326047,240.0,157.0,16.0,1.0,97.0,1.0,30.0,0.0
8322485,186.0,,,0.0,,,,0.0
8322754,339.0,228.0,66.0,0.0,97.0,2.0,1.0,0.0
8330138,124.0,73.0,,0.0,,,1.0,0.0
8326326,118.0,90.0,23.0,5.0,23.0,0.0,30.0,0.0
8330044,347.0,204.0,82.0,0.0,112.0,2.0,1.0,0.0
8325381,241.0,86.0,14.0,0.0,51.0,3.0,400.0,0.0
8327463,120.0,112.0,,1.0,,,400.0,0.0
8323403,326.0,219.0,,0.0,,,1.0,0.0
8324675,333.0,91.0,83.0,0.0,87.0,1.0,1.0,0.0
8326664,145.0,42.0,,0.0,,,1.0,0.0
8327091,178.0,178.0,,0.0,,,400.0,0.0
8326533,119.0,86.0,,0.0,,,400.0,0.0
8329057,395.0,256.0,,1.0,,,1.0,0.0
8331138,93.0,86.0,34.0,0.0,51.0,1.0,400.0,0.0
8331879,29.0,25.0,,0.0,,,1.0,0.0
8328950,237.0,257.0,45.0,0.0,62.0,1.0,1.0,0.0
8326953,348.0,256.0,,0.0,,,1.0,0.0
8328419,284.0,89.0,24.0,0.0,48.0,2.0,1.0,0.0
8324003,119.0,37.0,,1.0,,,1.0,0.0
8324035,153.0,134.0,,0.0,,,400.0,0.0
8332536,317.0,,,0.0,,,,0.0
8322534,36.0,36.0,,0.0,,,1.0,0.0
8322358,275.0,54.0,,0.0,,,400.0,0.0
8332786,105.0,,,,,,,0.0
8322294,59.0,62.0,,0.0,,,90.0,0.0
8327817,195.0,106.0,,0.0,,,1.0,0.0
8329829,231.0,107.0,27.0,0.0,35.0,0.0,400.0,0.0
8328526,262.0,228.0,,1.0,,,30.0,0.0
8323970,250.0,243.0,,1.0,,,400.0,0.0
8330852,120.0,20.0,,0.0,,,1.0,0.0
8324951,315.0,125.0,,0.0,,,1.0,0.0
8331712,186.0,185.0,99.0,1.0,99.0,1.0,30.0,0.0
8331225,164.0,164.0,40.0,0.0,83.0,1.0,400.0,0.0
8326757,168.0,49.0,49.0,0.0,49.0,0.0,1.0,0.0
8324977,147.0,120.0,120.0,0.0,120.0,1.0,400.0,0.0
8331191,229.0,164.0,25.0,0.0,77.0,2.0,400.0,0.0
8331339,61.0,47.0,,0.0,,,400.0,0.0
8329630,178.0,169.0,,0.0,,,1.0,0.0
8332541,211.0,154.0,79.0,0.0,107.0,1.0,120.0,0.0
8323956,218.0,104.0,,0.0,,,1.0,0.0
8322268,217.0,223.0,63.0,0.0,63.0,1.0,1.0,0.0
8327392,267.0,133.0,,0.0,,,1.0,1.0
8327096,340.0,85.0,73.0,0.0,73.0,0.0,1.0,0.0
8322763,9.0,4.0,,0.0,,,1.0,0.0
8321809,149.0,107.0,107.0,0.0,107.0,0.0,1.0,0.0
8326608,55.0,50.0,31.0,1.0,31.0,0.0,400.0,0.0
8324326,193.0,121.0,70.0,0.0,83.0,0.0,1.0,0.0
8326306,289.0,290.0,78.0,0.0,78.0,1.0,1.0,0.0
8322642,31.0,39.0,,0.0,,,1.0,0.0
8332301,346.0,369.0,62.0,0.0,117.0,1.0,90.0,0.0
8324652,332.0,299.0,89.0,0.0,129.0,2.0,400.0,0.0
8327854,41.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
8326583,217.0,116.0,35.0,0.0,35.0,0.0,400.0,0.0
8323357,65.0,73.0,,3.0,,,400.0,0.0
8329504,299.0,156.0,,1.0,,,400.0,0.0
8330023,231.0,92.0,9.0,0.0,48.0,1.0,60.0,0.0
8329100,84.0,77.0,77.0,0.0,77.0,1.0,60.0,1.0
8327200,250.0,129.0,129.0,0.0,129.0,0.0,400.0,0.0
8329610,109.0,87.0,29.0,0.0,43.0,2.0,1.0,0.0
8322675,161.0,132.0,132.0,0.0,132.0,0.0,1.0,0.0
8329611,318.0,108.0,,0.0,,,1.0,0.0
8331202,233.0,126.0,126.0,0.0,126.0,1.0,1.0,0.0
8332227,107.0,108.0,,0.0,,,1.0,1.0
8330967,141.0,90.0,88.0,1.0,88.0,1.0,400.0,0.0
8329239,79.0,69.0,,0.0,,,30.0,0.0
8328122,312.0,119.0,77.0,1.0,77.0,0.0,400.0,0.0
8323455,245.0,124.0,42.0,0.0,65.0,2.0,400.0,0.0
8330857,315.0,108.0,,1.0,,,1.0,0.0
8321812,141.0,140.0,26.0,0.0,53.0,1.0,400.0,0.0
8328177,372.0,355.0,15.0,1.0,15.0,0.0,400.0,0.0
8327058,218.0,130.0,98.0,2.0,114.0,1.0,1.0,0.0
8321627,3.0,,,0.0,,,,0.0
8332379,236.0,70.0,,0.0,,,400.0,0.0
8330503,171.0,79.0,,0.0,,,400.0,1.0
8325138,212.0,45.0,,1.0,,,400.0,0.0
8329453,382.0,203.0,,0.0,,,30.0,0.0
8323050,5.0,6.0,,0.0,,,1.0,0.0
8327315,43.0,44.0,,0.0,,,1.0,0.0
8331343,138.0,140.0,,0.0,,,1.0,0.0
8322169,52.0,41.0,9.0,0.0,9.0,1.0,120.0,1.0
8324265,240.0,54.0,27.0,1.0,37.0,3.0,1.0,0.0
8323097,82.0,77.0,43.0,1.0,63.0,1.0,400.0,0.0
8323803,359.0,107.0,75.0,0.0,92.0,0.0,1.0,0.0
8330978,181.0,104.0,46.0,0.0,71.0,1.0,1.0,0.0
8323603,12.0,5.0,,0.0,,,1.0,1.0
8324579,240.0,94.0,39.0,0.0,67.0,0.0,400.0,0.0
8322919,157.0,,,,,,,0.0
8325565,221.0,136.0,,0.0,,,400.0,0.0
8324318,269.0,133.0,32.0,0.0,86.0,1.0,60.0,0.0
8330684,296.0,,,,,,,0.0
8322894,221.0,193.0,89.0,0.0,89.0,0.0,400.0,0.0
8326249,100.0,73.0,,0.0,,,1.0,0.0
8322566,199.0,171.0,,0.0,,,1.0,0.0
8326842,61.0,40.0,,0.0,,,400.0,1.0
8328671,374.0,163.0,157.0,0.0,157.0,1.0,400.0,0.0
8328906,322.0,272.0,71.0,0.0,135.0,2.0,1.0,0.0
8327384,119.0,108.0,19.0,0.0,50.0,10.0,400.0,0.0
8322646,328.0,325.0,1.0,0.0,71.0,4.0,1.0,0.0
8329967,150.0,130.0,32.0,0.0,32.0,1.0,400.0,0.0
8331801,142.0,75.0,,1.0,,,400.0,0.0
8322603,76.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
8324770,235.0,130.0,,0.0,,,400.0,1.0
8332618,143.0,77.0,36.0,0.0,36.0,0.0,400.0,1.0
8323224,16.0,,,,,,,0.0
8322590,174.0,41.0,,0.0,,,1.0,0.0
8325971,196.0,,,,,,,0.0
8321827,54.0,47.0,,0.0,,,1.0,0.0
8326220,244.0,81.0,5.0,0.0,41.0,1.0,1.0,0.0
8322811,359.0,114.0,57.0,1.0,57.0,0.0,400.0,0.0
8328561,339.0,208.0,25.0,5.0,34.0,1.0,400.0,0.0
8324577,224.0,78.0,,0.0,,,400.0,0.0
8322219,29.0,30.0,,0.0,,,1.0,0.0
8322187,115.0,290.0,,0.0,,,1.0,0.0
8327674,163.0,112.0,5.0,0.0,74.0,4.0,400.0,0.0
8329402,358.0,282.0,86.0,3.0,108.0,2.0,400.0,0.0
8322521,364.0,248.0,15.0,0.0,75.0,2.0,60.0,0.0
8329435,241.0,,,,,,,0.0
8330383,259.0,225.0,109.0,0.0,152.0,2.0,1.0,0.0
8330219,358.0,121.0,13.0,1.0,37.0,2.0,400.0,0.0
8324212,163.0,56.0,,0.0,,,1.0,0.0
8329035,218.0,,,0.0,,,,0.0
8328841,373.0,72.0,,0.0,,,400.0,0.0
8326454,376.0,142.0,101.0,0.0,101.0,1.0,1.0,0.0
8322730,354.0,75.0,13.0,0.0,44.0,1.0,1.0,0.0
8322671,6.0,3.0,,0.0,,,1.0,0.0
8325172,179.0,36.0,36.0,1.0,36.0,1.0,1.0,0.0
8325657,238.0,210.0,39.0,0.0,88.0,1.0,1.0,1.0
8330170,349.0,42.0,,0.0,,,1.0,0.0
8324149,346.0,83.0,59.0,0.0,68.0,0.0,60.0,0.0
8331634,182.0,166.0,,1.0,,,1.0,0.0
8323157,173.0,28.0,,0.0,,,400.0,0.0
8323633,338.0,257.0,25.0,0.0,61.0,2.0,30.0,1.0
8331830,378.0,98.0,78.0,0.0,83.0,0.0,400.0,0.0
8324083,116.0,24.0,,0.0,,,1.0,0.0
8331732,343.0,276.0,28.0,0.0,81.0,1.0,400.0,0.0
8322141,4.0,,,,,,,0.0
8327266,355.0,150.0,34.0,1.0,100.0,1.0,30.0,0.0
8328539,253.0,96.0,8.0,1.0,31.0,1.0,400.0,0.0
8324384,157.0,103.0,7.0,1.0,53.0,1.0,1.0,0.0
8330590,111.0,74.0,13.0,0.0,54.0,1.0,400.0,0.0
8330824,344.0,161.0,,0.0,,,1.0,0.0
8324969,225.0,162.0,79.0,1.0,97.0,0.0,400.0,0.0
8323310,333.0,153.0,144.0,0.0,144.0,1.0,1.0,0.0
8328182,203.0,212.0,42.0,0.0,120.0,4.0,400.0,0.0
8324861,302.0,216.0,41.0,0.0,95.0,1.0,1.0,0.0
8326257,284.0,,,0.0,,,,0.0
8330574,43.0,,,,,,,0.0
8323824,273.0,90.0,88.0,0.0,89.0,0.0,1.0,0.0
8328317,133.0,74.0,21.0,0.0,21.0,1.0,1.0,0.0
8329533,152.0,138.0,138.0,0.0,138.0,1.0,400.0,0.0
8326818,102.0,93.0,26.0,0.0,43.0,4.0,1.0,0.0
