ID,AgeOldestIdentityRecord,AgeOldestAccount,AgeNewestAutoAccount,TotalInquiries,AvgAgeAutoAccounts,TotalAutoAccountsNeverDelinquent,WorstDelinquency,HasInquiryTelecomm
8321973,282.0,213.0,99.0,0.0,116.0,1.0,1.0,0.0
8328257,83.0,72.0,52.0,0.0,52.0,0.0,400.0,0.0
8325345,228.0,101.0,101.0,2.0,101.0,0.0,1.0,1.0
8321640,50.0,49.0,,0.0,,,1.0,0.0
8323428,219.0,173.0,15.0,0.0,78.0,2.0,30.0,1.0
8325691,57.0,,,0.0,,,,0.0
8326962,81.0,81.0,52.0,0.0,56.0,1.0,1.0,0.0
8328000,282.0,276.0,8.0,2.0,36.0,1.0,400.0,0.0
8326183,97.0,77.0,,0.0,,,1.0,0.0
8328512,23.0,24.0,,0.0,,,30.0,0.0
8329410,161.0,39.0,,0.0,,,1.0,0.0
8325843,120.0,55.0,38.0,0.0,38.0,0.0,400.0,0.0
8324601,169.0,97.0,24.0,0.0,51.0,1.0,1.0,0.0
8327090,79.0,80.0,,0.0,,,1.0,0.0
8325979,221.0,212.0,56.0,5.0,56.0,0.0,400.0,0.0
8331751,347.0,95.0,8.0,0.0,42.0,3.0,30.0,0.0
8330055,314.0,298.0,,0.0,,,1.0,0.0
8323339,216.0,181.0,34.0,0.0,64.0,0.0,1.0,0.0
8331022,121.0,113.0,,1.0,,,400.0,0.0
8328168,246.0,195.0,56.0,0.0,68.0,0.0,120.0,0.0
8321657,188.0,133.0,30.0,0.0,61.0,1.0,400.0,0.0
8326441,14.0,,,0.0,,,,0.0
8331735,225.0,210.0,26.0,0.0,26.0,0.0,400.0,0.0
8322247,122.0,,,0.0,,,,0.0
8327819,372.0,114.0,77.0,1.0,96.0,1.0,1.0,0.0
8330100,358.0,92.0,,0.0,,,1.0,0.0
8322211,124.0,96.0,96.0,0.0,96.0,1.0,1.0,0.0
8324878,357.0,134.0,105.0,0.0,120.0,1.0,1.0,0.0
8322278,268.0,231.0,21.0,0.0,98.0,1.0,30.0,0.0
8327669,59.0,59.0,,0.0,,,1.0,0.0
8323274,351.0,,,0.0,,,,0.0
8322640,84.0,71.0,,0.0,,,1.0,0.0
8321854,209.0,99.0,,2.0,,,1.0,0.0
8324037,88.0,85.0,47.0,0.0,47.0,0.0,400.0,0.0
8330752,104.0,105.0,,1.0,,,400.0,0.0
8327333,34.0,19.0,,1.0,,,1.0,0.0
8326039,186.0,144.0,,0.0,,,1.0,0.0
8323449,104.0,74.0,12.0,1.0,46.0,2.0,1.0,0.0
8326925,23.0,,,0.0,,,,0.0
8329888,357.0,260.0,8.0,0.0,42.0,3.0,400.0,0.0
8326372,347.0,99.0,99.0,0.0,99.0,0.0,1.0,0.0
8326659,156.0,148.0,1.0,0.0,1.0,1.0,1.0,0.0
8329365,146.0,120.0,3.0,0.0,3.0,0.0,400.0,0.0
8328627,320.0,95.0,39.0,0.0,52.0,1.0,1.0,0.0
8323052,286.0,86.0,86.0,0.0,86.0,0.0,1.0,0.0
8326027,207.0,209.0,10.0,0.0,51.0,0.0,400.0,0.0
8327676,296.0,68.0,68.0,0.0,68.0,1.0,1.0,0.0
8330285,317.0,547.0,16.0,1.0,65.0,1.0,400.0,0.0
8329428,249.0,66.0,66.0,0.0,66.0,1.0,1.0,0.0
8324585,79.0,39.0,,0.0,,,1.0,0.0
8323879,170.0,8.0,,0.0,,,400.0,0.0
8328975,346.0,120.0,117.0,1.0,119.0,2.0,60.0,0.0
8325802,102.0,84.0,2.0,0.0,55.0,1.0,1.0,0.0
8324654,228.0,207.0,83.0,2.0,83.0,0.0,1.0,0.0
8327438,237.0,107.0,68.0,0.0,88.0,0.0,1.0,0.0
8329304,268.0,,,0.0,,,,0.0
8322797,317.0,132.0,11.0,0.0,11.0,1.0,1.0,0.0
8327770,9.0,11.0,,0.0,,,1.0,0.0
8321749,357.0,170.0,14.0,0.0,71.0,4.0,400.0,0.0
8330329,130.0,,,,,,,0.0
8332451,345.0,180.0,180.0,2.0,180.0,1.0,400.0,0.0
8330593,128.0,64.0,,1.0,,,400.0,0.0
8328240,24.0,25.0,,0.0,,,1.0,0.0
8324745,255.0,142.0,21.0,0.0,75.0,2.0,30.0,0.0
8327051,320.0,605.0,58.0,0.0,64.0,0.0,1.0,0.0
8326482,347.0,189.0,59.0,0.0,59.0,1.0,400.0,0.0
8327402,181.0,83.0,83.0,0.0,83.0,1.0,1.0,0.0
8321583,109.0,39.0,,0.0,,,1.0,0.0
8322861,102.0,100.0,,0.0,,,400.0,0.0
8332100,198.0,198.0,29.0,0.0,88.0,2.0,120.0,0.0
8324629,270.0,153.0,39.0,0.0,96.0,1.0,1.0,0.0
8331960,216.0,86.0,21.0,0.0,54.0,1.0,400.0,0.0
8329063,117.0,95.0,83.0,0.0,85.0,1.0,1.0,0.0
8325622,264.0,155.0,17.0,0.0,73.0,2.0,400.0,0.0
8327544,168.0,121.0,,0.0,,,1.0,0.0
8328109,124.0,4.0,,0.0,,,1.0,0.0
8331517,361.0,147.0,102.0,0.0,102.0,0.0,1.0,0.0
8325466,27.0,,,0.0,,,,1.0
8329690,349.0,70.0,,0.0,,,1.0,0.0
8324071,316.0,116.0,62.0,0.0,66.0,1.0,1.0,0.0
8325720,287.0,140.0,,0.0,,,1.0,0.0
8324150,203.0,190.0,42.0,0.0,44.0,1.0,1.0,0.0
8330708,224.0,78.0,,0.0,,,400.0,0.0
8332016,331.0,184.0,42.0,0.0,42.0,0.0,400.0,0.0
8321945,12.0,0.0,,0.0,,,1.0,0.0
8331368,72.0,,,0.0,,,,0.0
8322719,358.0,78.0,42.0,0.0,58.0,0.0,400.0,0.0
8326038,148.0,55.0,,0.0,,,400.0,0.0
8332175,97.0,81.0,34.0,1.0,55.0,0.0,400.0,0.0
8325349,71.0,46.0,,0.0,,,1.0,0.0
8324335,177.0,90.0,25.0,0.0,25.0,0.0,400.0,0.0
8325893,177.0,,,,,,,0.0
8330647,304.0,136.0,53.0,1.0,102.0,4.0,30.0,0.0
8331734,324.0,187.0,21.0,0.0,35.0,2.0,1.0,0.0
8329296,382.0,184.0,20.0,0.0,52.0,2.0,30.0,0.0
8324612,201.0,176.0,64.0,0.0,106.0,3.0,1.0,0.0
8328749,377.0,24.0,24.0,0.0,24.0,1.0,1.0,0.0
8322817,75.0,72.0,,0.0,,,400.0,0.0
8330873,296.0,,,0.0,,,,0.0
8327507,228.0,239.0,43.0,1.0,96.0,2.0,400.0,0.0
8326235,169.0,108.0,80.0,0.0,80.0,0.0,400.0,0.0
8325271,14.0,,,0.0,,,,0.0
8331511,206.0,,,0.0,,,,0.0
8325757,255.0,114.0,104.0,0.0,104.0,0.0,1.0,0.0
8321979,301.0,207.0,,0.0,,,1.0,0.0
8325784,242.0,33.0,25.0,0.0,25.0,1.0,400.0,0.0
8331506,293.0,9.0,9.0,0.0,9.0,1.0,1.0,1.0
8326524,39.0,19.0,2.0,2.0,11.0,2.0,1.0,0.0
8329521,210.0,48.0,6.0,0.0,6.0,1.0,1.0,0.0
8329060,107.0,103.0,,0.0,,,400.0,1.0
8330968,184.0,133.0,54.0,1.0,74.0,3.0,400.0,0.0
8331519,260.0,264.0,,0.0,,,1.0,0.0
8323172,9.0,,,0.0,,,,1.0
8326148,186.0,59.0,,3.0,,,400.0,0.0
8327389,15.0,,,,,,,0.0
8324380,383.0,138.0,,0.0,,,1.0,0.0
8332261,217.0,,,0.0,,,,0.0
8325285,148.0,137.0,137.0,0.0,137.0,1.0,1.0,0.0
8327733,93.0,83.0,13.0,1.0,13.0,1.0,400.0,0.0
8331577,239.0,165.0,23.0,2.0,94.0,3.0,400.0,0.0
8329478,285.0,,,,,,,0.0
8325398,221.0,210.0,,0.0,,,400.0,0.0
8329528,245.0,108.0,54.0,0.0,79.0,1.0,1.0,0.0
8325242,372.0,194.0,47.0,0.0,96.0,0.0,400.0,0.0
8322094,,,,,,,,
8322932,,11.0,,0.0,,,1.0,
8329164,164.0,127.0,26.0,1.0,80.0,1.0,60.0,0.0
8330416,300.0,,,,,,,0.0
8332176,226.0,233.0,88.0,0.0,88.0,0.0,1.0,0.0
8332570,55.0,,,0.0,,,,1.0
8331622,400.0,103.0,,0.0,,,30.0,0.0
8325126,103.0,,,0.0,,,,0.0
8328802,210.0,161.0,,0.0,,,400.0,0.0
8331688,198.0,188.0,,1.0,,,1.0,0.0
8323001,152.0,58.0,,0.0,,,400.0,0.0
8329821,282.0,80.0,49.0,0.0,49.0,0.0,400.0,0.0
8323936,343.0,347.0,75.0,1.0,99.0,2.0,400.0,0.0
8329014,186.0,93.0,,2.0,,,1.0,0.0
8326759,121.0,88.0,5.0,0.0,47.0,2.0,1.0,0.0
8326282,78.0,32.0,32.0,0.0,32.0,0.0,1.0,1.0
8330810,295.0,91.0,,1.0,,,1.0,0.0
8331786,235.0,227.0,47.0,1.0,92.0,2.0,1.0,0.0
8325594,348.0,234.0,15.0,0.0,81.0,2.0,30.0,0.0
8321838,132.0,102.0,,0.0,,,400.0,0.0
8321708,354.0,149.0,43.0,0.0,96.0,2.0,1.0,0.0
8323941,381.0,116.0,90.0,0.0,92.0,1.0,1.0,0.0
8325683,285.0,360.0,47.0,0.0,69.0,2.0,1.0,0.0
8331681,158.0,111.0,72.0,0.0,79.0,0.0,400.0,0.0
8330618,316.0,227.0,78.0,0.0,78.0,0.0,1.0,0.0
8329003,296.0,,,0.0,,,,0.0
8323865,67.0,66.0,43.0,0.0,47.0,1.0,400.0,0.0
8325571,145.0,62.0,,0.0,,,60.0,0.0
8324524,209.0,77.0,,0.0,,,400.0,0.0
8325346,88.0,,,0.0,,,,0.0
8328795,204.0,173.0,173.0,0.0,173.0,1.0,1.0,0.0
8322322,307.0,174.0,38.0,0.0,52.0,0.0,1.0,0.0
8329098,360.0,169.0,53.0,0.0,53.0,0.0,1.0,0.0
8327191,343.0,95.0,95.0,0.0,95.0,0.0,1.0,0.0
8326105,118.0,,,0.0,,,,0.0
8323971,314.0,83.0,29.0,0.0,51.0,0.0,1.0,0.0
8330875,176.0,479.0,79.0,1.0,79.0,1.0,400.0,0.0
8331146,226.0,164.0,32.0,0.0,32.0,0.0,400.0,0.0
8326170,194.0,198.0,64.0,1.0,85.0,2.0,120.0,1.0
8329220,366.0,,,0.0,,,,0.0
8327478,357.0,238.0,71.0,1.0,77.0,0.0,400.0,0.0
8329389,110.0,82.0,29.0,0.0,29.0,0.0,400.0,0.0
8329270,21.0,,,0.0,,,,0.0
8327954,278.0,48.0,48.0,0.0,48.0,0.0,1.0,0.0
8322352,279.0,193.0,37.0,2.0,53.0,0.0,1.0,0.0
8328732,327.0,59.0,45.0,0.0,45.0,0.0,1.0,0.0
8327562,33.0,,,0.0,,,,1.0
8332425,34.0,35.0,,1.0,,,1.0,0.0
8325268,293.0,207.0,42.0,0.0,94.0,4.0,30.0,1.0
8324428,5.0,,,0.0,,,,0.0
8322966,237.0,162.0,8.0,0.0,85.0,1.0,1.0,0.0
8329681,196.0,213.0,123.0,1.0,123.0,0.0,30.0,0.0
8323594,335.0,104.0,54.0,0.0,73.0,0.0,400.0,0.0
8328499,191.0,76.0,7.0,1.0,7.0,1.0,400.0,0.0
8325416,286.0,,,0.0,,,,0.0
8321995,61.0,56.0,,1.0,,,400.0,0.0
8332510,104.0,77.0,50.0,0.0,50.0,0.0,400.0,0.0
8323344,296.0,208.0,,0.0,,,400.0,0.0
8325863,62.0,,,0.0,,,1.0,0.0
8324808,243.0,27.0,27.0,0.0,27.0,0.0,30.0,0.0
8326394,26.0,28.0,,1.0,,,400.0,0.0
8321913,228.0,55.0,33.0,1.0,39.0,1.0,400.0,1.0
8325495,156.0,60.0,,0.0,,,120.0,0.0
8327417,156.0,,,1.0,,,,0.0
8328992,74.0,74.0,40.0,0.0,57.0,0.0,400.0,0.0
8323813,187.0,94.0,43.0,0.0,65.0,0.0,1.0,0.0
8325156,240.0,177.0,55.0,0.0,79.0,2.0,400.0,0.0
8324279,409.0,304.0,57.0,0.0,107.0,3.0,1.0,0.0
8331974,171.0,53.0,53.0,0.0,53.0,0.0,400.0,1.0
8330178,179.0,,,,,,,0.0
8324177,316.0,152.0,42.0,1.0,79.0,2.0,400.0,0.0
8324411,142.0,2.0,,0.0,,,1.0,0.0
8331441,144.0,133.0,93.0,0.0,113.0,1.0,1.0,0.0
8326336,289.0,102.0,85.0,0.0,85.0,0.0,400.0,0.0
8322480,134.0,95.0,95.0,0.0,95.0,0.0,1.0,0.0
8327203,123.0,,,1.0,,,,0.0
8328846,148.0,,,0.0,,,,1.0
8323180,144.0,127.0,81.0,3.0,81.0,0.0,400.0,0.0
8325576,268.0,148.0,37.0,0.0,71.0,1.0,400.0,0.0
8323397,205.0,143.0,,0.0,,,1.0,0.0
8331893,15.0,13.0,,0.0,,,400.0,0.0
8331662,274.0,202.0,93.0,0.0,93.0,0.0,400.0,0.0
8323952,305.0,257.0,76.0,0.0,98.0,1.0,400.0,0.0
8329579,161.0,72.0,72.0,1.0,72.0,1.0,1.0,0.0
8322346,186.0,91.0,,0.0,,,1.0,0.0
8327897,59.0,59.0,11.0,0.0,24.0,1.0,400.0,0.0
8322720,99.0,97.0,,1.0,,,400.0,0.0
8323100,6.0,7.0,,0.0,,,1.0,1.0
8329482,290.0,190.0,,0.0,,,1.0,0.0
8329515,364.0,145.0,42.0,0.0,94.0,2.0,1.0,0.0
8323852,352.0,72.0,,0.0,,,400.0,1.0
8329337,83.0,82.0,43.0,0.0,43.0,0.0,400.0,1.0
8329188,123.0,109.0,10.0,0.0,72.0,2.0,1.0,0.0
8331887,344.0,,,0.0,,,,0.0
8323738,47.0,48.0,,0.0,,,1.0,0.0
8327812,238.0,120.0,70.0,0.0,94.0,2.0,400.0,0.0
8330729,108.0,89.0,82.0,0.0,82.0,0.0,400.0,0.0
8331002,21.0,,,0.0,,,,0.0
8327633,294.0,139.0,,0.0,,,1.0,0.0
8329373,281.0,105.0,87.0,0.0,87.0,0.0,400.0,1.0
8324091,377.0,187.0,67.0,0.0,115.0,2.0,400.0,0.0
8325274,315.0,124.0,10.0,0.0,66.0,0.0,400.0,0.0
8325687,308.0,42.0,42.0,0.0,42.0,0.0,30.0,0.0
8328902,200.0,86.0,86.0,1.0,86.0,1.0,400.0,1.0
8323763,289.0,182.0,96.0,0.0,111.0,2.0,1.0,0.0
8324598,324.0,147.0,,2.0,,,1.0,0.0
8331813,300.0,293.0,83.0,0.0,83.0,1.0,400.0,0.0
8324772,273.0,84.0,,0.0,,,120.0,0.0
8332490,93.0,34.0,34.0,0.0,34.0,0.0,400.0,0.0
8324908,181.0,155.0,55.0,0.0,99.0,1.0,400.0,0.0
8323295,282.0,180.0,59.0,4.0,121.0,1.0,1.0,0.0
8331967,264.0,134.0,131.0,0.0,133.0,1.0,1.0,0.0
8328613,59.0,,,0.0,,,,0.0
8325703,325.0,332.0,64.0,0.0,122.0,3.0,1.0,1.0
8331683,182.0,70.0,,1.0,,,400.0,0.0
8323434,334.0,111.0,105.0,0.0,105.0,0.0,1.0,0.0
8331768,368.0,150.0,9.0,1.0,60.0,2.0,60.0,0.0
8331050,50.0,22.0,,0.0,,,30.0,1.0
8332443,301.0,245.0,,0.0,,,1.0,0.0
8324575,341.0,131.0,10.0,2.0,63.0,1.0,400.0,0.0
8324038,38.0,35.0,,0.0,,,400.0,0.0
8330013,296.0,54.0,,0.0,,,1.0,0.0
8325916,273.0,129.0,115.0,0.0,115.0,1.0,90.0,0.0
8325215,339.0,138.0,11.0,2.0,75.0,2.0,400.0,0.0
8323671,141.0,142.0,44.0,0.0,74.0,3.0,400.0,0.0
8327910,347.0,420.0,33.0,0.0,53.0,1.0,1.0,0.0
8330789,349.0,295.0,45.0,0.0,45.0,0.0,400.0,0.0
8324215,169.0,160.0,,1.0,,,1.0,0.0
8324056,266.0,187.0,,0.0,,,400.0,0.0
8322131,234.0,241.0,,0.0,,,400.0,0.0
8328188,125.0,80.0,80.0,0.0,80.0,0.0,400.0,0.0
8330237,316.0,185.0,,1.0,,,400.0,0.0
8331340,95.0,60.0,,0.0,,,400.0,0.0
8330316,93.0,83.0,17.0,0.0,17.0,1.0,400.0,0.0
8322004,7.0,1.0,,0.0,,,1.0,0.0
8323582,295.0,283.0,79.0,0.0,79.0,0.0,1.0,0.0
8331051,70.0,52.0,,1.0,,,400.0,0.0
8330184,122.0,,,,,,,0.0
8326407,350.0,79.0,56.0,0.0,68.0,0.0,1.0,0.0
8330976,220.0,138.0,8.0,0.0,85.0,3.0,60.0,0.0
8325619,243.0,,,0.0,,,,0.0
8322788,168.0,138.0,48.0,5.0,48.0,0.0,400.0,0.0
8326548,294.0,124.0,,0.0,,,1.0,0.0
8325675,105.0,130.0,22.0,0.0,41.0,2.0,400.0,0.0
8326387,115.0,61.0,6.0,0.0,6.0,1.0,400.0,0.0
8321600,158.0,,,0.0,,,,0.0
8325105,144.0,103.0,49.0,0.0,49.0,0.0,1.0,0.0
8330498,182.0,,,0.0,,,,0.0
8329266,410.0,351.0,17.0,0.0,72.0,1.0,1.0,0.0
8325180,263.0,246.0,28.0,0.0,76.0,5.0,1.0,0.0
8328415,297.0,159.0,59.0,1.0,119.0,2.0,400.0,0.0
8330735,133.0,94.0,70.0,0.0,70.0,0.0,1.0,1.0
8329344,188.0,50.0,,0.0,,,1.0,0.0
8328254,273.0,191.0,23.0,0.0,23.0,0.0,400.0,0.0
8331158,,47.0,,0.0,,,60.0,
8330447,144.0,112.0,28.0,2.0,64.0,0.0,60.0,0.0
8322924,157.0,82.0,12.0,1.0,12.0,0.0,60.0,0.0
8327593,165.0,163.0,37.0,0.0,93.0,1.0,1.0,0.0
8322050,87.0,77.0,68.0,0.0,68.0,0.0,400.0,0.0
8326852,246.0,122.0,46.0,0.0,87.0,2.0,400.0,0.0
8329775,382.0,,,0.0,,,,0.0
8325453,20.0,15.0,,0.0,,,1.0,0.0
8322201,297.0,108.0,48.0,0.0,48.0,0.0,400.0,0.0
8332360,356.0,87.0,43.0,1.0,43.0,0.0,1.0,0.0
8329323,153.0,,,0.0,,,,0.0
8332750,214.0,172.0,53.0,0.0,102.0,2.0,1.0,0.0
8324140,236.0,10.0,,0.0,,,1.0,0.0
8329519,166.0,114.0,,1.0,,,400.0,0.0
8332785,83.0,39.0,39.0,0.0,39.0,1.0,400.0,0.0
8324256,91.0,,,1.0,,,,0.0
8324913,25.0,,,,,,,0.0
8328026,211.0,217.0,27.0,0.0,72.0,1.0,30.0,0.0
8321731,193.0,155.0,75.0,0.0,101.0,2.0,1.0,0.0
8323479,225.0,111.0,111.0,1.0,111.0,0.0,1.0,0.0
8331783,375.0,205.0,72.0,1.0,72.0,0.0,400.0,0.0
8327738,87.0,57.0,,0.0,,,1.0,0.0
8327187,214.0,203.0,28.0,0.0,47.0,1.0,1.0,0.0
8323779,238.0,221.0,42.0,0.0,42.0,0.0,400.0,1.0
8332776,26.0,25.0,,0.0,,,1.0,0.0
8322365,231.0,121.0,86.0,1.0,103.0,1.0,1.0,0.0
8323702,289.0,179.0,36.0,2.0,62.0,1.0,400.0,0.0
8327764,153.0,98.0,98.0,0.0,98.0,0.0,30.0,1.0
8324016,273.0,247.0,,0.0,,,400.0,0.0
8322306,310.0,354.0,29.0,0.0,88.0,1.0,400.0,0.0
8327031,81.0,55.0,,0.0,,,400.0,0.0
8326236,215.0,97.0,97.0,0.0,97.0,0.0,400.0,0.0
8330087,184.0,167.0,109.0,0.0,141.0,2.0,60.0,0.0
8330539,203.0,83.0,32.0,1.0,39.0,3.0,120.0,0.0
8332087,281.0,84.0,84.0,0.0,84.0,0.0,1.0,0.0
8324852,78.0,65.0,,0.0,,,1.0,0.0
8325905,324.0,124.0,65.0,0.0,65.0,0.0,120.0,1.0
8331248,169.0,,,1.0,,,,0.0
8322279,105.0,,,0.0,,,,0.0
8325433,354.0,,,0.0,,,1.0,0.0
8323802,374.0,180.0,22.0,5.0,105.0,3.0,30.0,0.0
8327066,2.0,,,0.0,,,,0.0
8325310,309.0,222.0,125.0,2.0,125.0,1.0,400.0,0.0
8325059,175.0,149.0,,0.0,,,1.0,0.0
8331327,92.0,88.0,,0.0,,,1.0,0.0
8323653,236.0,212.0,163.0,0.0,163.0,1.0,400.0,0.0
8323976,56.0,38.0,38.0,0.0,38.0,0.0,1.0,0.0
8330404,223.0,227.0,56.0,0.0,115.0,2.0,1.0,0.0
8331216,290.0,103.0,,1.0,,,400.0,0.0
8324564,335.0,98.0,59.0,2.0,63.0,1.0,400.0,0.0
8323398,239.0,,,0.0,,,1.0,0.0
8327716,178.0,179.0,32.0,0.0,80.0,1.0,1.0,0.0
8326985,81.0,81.0,20.0,0.0,47.0,2.0,400.0,0.0
8324546,277.0,123.0,44.0,2.0,44.0,1.0,1.0,0.0
8324095,155.0,,,,,,,0.0
8331110,198.0,71.0,67.0,0.0,67.0,0.0,1.0,0.0
8332462,351.0,113.0,89.0,0.0,94.0,0.0,30.0,0.0
8332013,90.0,99.0,,0.0,,,400.0,0.0
8332672,263.0,137.0,67.0,0.0,93.0,3.0,1.0,0.0
8332010,62.0,13.0,,0.0,,,1.0,0.0
8323450,64.0,65.0,,0.0,,,90.0,1.0
8321587,280.0,,,,,,,1.0
8324986,41.0,22.0,,0.0,,,30.0,0.0
8328867,264.0,134.0,73.0,0.0,73.0,0.0,1.0,0.0
8322873,86.0,77.0,,0.0,,,30.0,1.0
8326634,363.0,173.0,17.0,2.0,77.0,4.0,1.0,0.0
8322353,18.0,,,0.0,,,,0.0
8330157,278.0,226.0,,1.0,,,1.0,0.0
8330529,179.0,,,0.0,,,,0.0
8329693,55.0,54.0,,1.0,,,60.0,0.0
8324496,127.0,101.0,96.0,0.0,96.0,0.0,1.0,0.0
8329147,351.0,149.0,11.0,0.0,79.0,4.0,1.0,0.0
8328818,307.0,176.0,107.0,0.0,107.0,0.0,1.0,0.0
8325478,213.0,111.0,33.0,1.0,54.0,1.0,400.0,0.0
8332226,179.0,172.0,,2.0,,,1.0,0.0
8323521,365.0,125.0,,0.0,,,1.0,0.0
8332310,373.0,158.0,24.0,2.0,65.0,4.0,400.0,0.0
8325516,23.0,24.0,24.0,0.0,24.0,1.0,90.0,0.0
8332184,322.0,203.0,21.0,3.0,103.0,2.0,1.0,0.0
8324483,146.0,110.0,86.0,0.0,98.0,1.0,1.0,0.0
8327144,144.0,56.0,,1.0,,,400.0,1.0
8324751,153.0,31.0,,1.0,,,400.0,0.0
8330026,349.0,140.0,26.0,0.0,60.0,2.0,400.0,0.0
8327885,337.0,125.0,49.0,0.0,87.0,0.0,400.0,0.0
8331787,68.0,64.0,,0.0,,,400.0,0.0
8332748,47.0,43.0,,1.0,,,400.0,0.0
8330451,87.0,72.0,,0.0,,,400.0,1.0
8326406,11.0,12.0,12.0,0.0,12.0,1.0,1.0,0.0
8327271,96.0,49.0,,1.0,,,1.0,0.0
8324758,205.0,124.0,98.0,0.0,98.0,0.0,1.0,0.0
8325165,244.0,250.0,98.0,0.0,110.0,0.0,1.0,0.0
8326502,16.0,,,2.0,,,,0.0
8325828,128.0,88.0,,0.0,,,1.0,0.0
8328067,343.0,116.0,83.0,0.0,83.0,0.0,1.0,0.0
8332215,263.0,,,0.0,,,,0.0
8332145,170.0,110.0,,0.0,,,1.0,0.0
8329573,312.0,209.0,2.0,0.0,57.0,1.0,1.0,0.0
8324440,159.0,134.0,89.0,0.0,93.0,0.0,1.0,0.0
8322874,143.0,127.0,88.0,0.0,104.0,0.0,1.0,0.0
8327902,313.0,155.0,83.0,0.0,83.0,0.0,30.0,0.0
